Classification,lower_north_sp,lower_west_sp,lower_south_sp,lower_east_sp,shroud_north,shroud_west,shroud_south,shroud_east,shroud_north_pst1hr,shroud_west_pst1hr,shroud_south_pst1hr,shroud_east_pst1hr,lower_west_zone,lower_north_zone,lower_east_zone,lower_south_zone,OAT,OAT_pst1hr,pressure_station,wind_speed,relative_humidity,max_air_temp_pst1hr,min_air_temp_pst1hr
COLD,120.2219,128.6985,118.8031,131.5361,30.95741,35.07893,43.51424,39.04578,29.9989,31.38752,51.9155,41.0357,72.23798,72.12465,74.25662,71.76346,32.65364,32.03774,99.81,8,70,30.2,27.68
HOT,117.6698,128.0122,118.2596,130.7819,32.81694,43.01836,43.02546,39.67715,31.57988,36.01516,42.70654,38.40983,72.35898,72.1435,74.38206,72.04537,34.26426,32.65364,99.81,8,70,30.2,27.68
COLD,116.4758,122.8116,120.5143,125.1234,44.65636,44.69794,45.21218,46.59502,44.35881,44.35757,44.90969,46.59323,72.12149,72.17307,74.38201,71.8642,45.12934,44.83209,98.81,8,99,43.7,42.98
HOT,125.1299,129.154,124.4677,128.4749,34.8315,34.29424,35.70873,37.46693,35.12898,34.29424,35.70873,36.8551,72.23202,72.06501,74.59506,72.20352,36.2967,36.65432,100.01,30,61,36.32,35.96
COLD,126.0447,135.3366,122.1666,130.6907,25.07408,24.76461,30.30602,29.48145,25.07811,25.63839,37.5489,39.71749,72.13928,72.16965,74.22317,71.58707,27.52227,26.47146,101.26,43,63,27.5,26.6
COLD,122.8118,129.7631,120.5013,130.5267,25.09785,25.81885,27.20984,28.34864,25.40969,25.40391,26.45191,29.0427,72.13181,72.11407,74.20294,71.54755,26.2187,27.58009,101.4,48,60,27.86,26.6
COLD,155.0126,155.0126,155.0126,155.0126,30.67232,33.74873,33.74184,36.08952,29.75785,31.73555,38.78848,34.21591,72.02597,72.5129,74.2122,71.00828,31.23419,30.90922,101.47,9,65,32.36,31.28
COLD,135.841,145.0532,143.6318,151.4225,31.29332,36.55098,39.51842,38.23705,30.67232,34.35083,34.06571,36.08952,72.21415,72.21478,74.71166,71.93168,32.52821,31.55376,101.42,13,63,32.72,32.18
HOT,139.4198,141.2392,137.6884,135.913,15.68266,15.64491,15.90054,19.94214,15.98667,15.62374,14.27314,16.97313,71.953,72.10616,73.90432,71.57174,15.72366,14.78897,102.14,5,74,12.2,10.4
COLD,136.5562,141.9597,132.2646,140.1908,16.30952,16.99913,16.58985,21.20238,15.98667,15.01055,14.98381,19.33555,72.13538,72.14709,74.02982,71.60998,15.72366,14.78897,102.16,9,79,14.36,12.02
COLD,147.224,127.387,119.6905,131.2157,25.86309,26.49363,29.4145,29.91978,25.86309,26.04637,29.95598,30.90185,72.17572,72.01966,74.47404,71.90649,26.74671,27.10073,100.8,32,51,27.32,26.06
COLD,149.8221,143.3546,139.899,147.6422,17.38429,17.14775,16.16721,17.05313,17.69418,16.51586,15.53234,17.35782,72.60424,72.32348,75.45654,71.43523,18.74997,17.77895,102.93,21,83,15.8,14.9
HOT,145.3752,126.8517,128.4551,146.8231,24.23352,26.33316,25.29366,24.85681,22.69709,24.07984,22.30397,23.74113,72.33788,72.43301,74.54864,71.83251,23.88966,23.28656,102.83,17,71,23.54,23.18
COLD,170.8531,144.2596,149.5664,140.5516,9.357826,9.034339,10.22292,15.00084,10.29882,7.975567,9.290596,11.46275,72.4163,72.69424,74.36966,71.42336,11.0557,9.040799,103.66,18,67,8.96,8.42
HOT,167.0617,132.6695,135.4698,136.2289,14.02642,14.75919,29.23617,33.57127,13.10881,12.84531,20.68218,18.73079,72.06292,72.53022,73.94482,71.10654,14.98229,13.52244,102.37,9,67,12.92,9.86
HOT,154.9075,132.6151,123.258,138.5159,19.05593,21.74843,35.66519,21.64994,16.2059,18.43516,41.14133,26.00295,72.27676,72.21389,74.08224,72.14902,19.5351,19.2427,102.36,15,64,18.14,16.34
HOT,157.838,138.8213,152.6388,157.2381,25.60131,24.84673,26.16438,28.46222,24.99004,23.61606,24.63845,26.86133,72.46185,72.46769,74.59717,71.78101,26.91767,26.27879,101.83,18,82,26.96,25.52
COLD,143.9202,120.4499,121.4637,126.1708,31.04819,32.35567,31.69044,34.06635,31.04819,34.74855,34.51163,35.28323,72.38473,72.08144,74.24796,71.39819,31.89409,31.89409,101.65,35,80,32.9,32.18
HOT,140,121.1049,113.7581,123.7855,35.70734,41.65683,39.01833,37.2549,35.70734,44.21349,41.38641,36.91969,72.26964,72.34757,74.39841,71.50759,36.37981,36.37856,101.16,37,75,36.14,35.6
HOT,153.347,134.5578,143.9232,128.8909,21.28854,21.1684,22.33731,25.42465,22.52145,22.39886,22.46951,24.53564,72.39687,72.7146,74.44656,71.29649,23.364,24.42629,101.47,13,77,21.56,20.48
COLD,144.4234,128.1666,127.3966,129.8004,20.98621,21.07399,33.67128,35.4906,20.98621,21.01279,23.94898,25.45358,72.27854,72.27441,74.2711,71.40947,23.32583,23.23454,101.58,18,72,21.74,21.02
COLD,140,119.4952,113.6299,125.4727,28.75173,54.36714,43.78735,30.29652,29.04682,48.68851,49.85619,32.28228,72.97079,72.42018,74.145,71.62615,30.17466,31.46988,101.48,9,62,28.58,26.96
COLD,140,119.1073,111.6388,125.0783,28.74583,42.02844,30.54331,29.74823,28.44606,55.88513,39.81127,29.90349,72.34692,72.1999,74.10838,71.90692,28.91636,29.22972,101.48,11,68,27.86,26.24
COLD,140,119.1073,111.6388,125.0783,28.74583,42.02844,30.54331,29.74823,28.44606,55.88513,39.81127,29.90349,72.34692,72.1999,74.10838,71.90692,28.91636,29.22972,101.48,11,68,27.86,26.24
COLD,144.5708,124.2302,124.8523,126.4776,29.13806,30.97246,28.65382,29.37267,28.2033,30.75182,28.94616,29.98854,72.39167,72.38744,74.39255,71.44418,29.17899,28.54114,101.69,13,74,29.12,27.86
HOT,144.294,121.7017,126.9992,124.6449,27.90056,32.68187,29.90745,31.39856,28.22564,34.22977,30.77768,29.59258,72.27262,72.28933,74.30723,71.38839,30.14475,29.80286,101.52,18,78,29.3,28.22
HOT,142.235,143.026,141.907,143.5207,39.27023,42.37104,49.96593,45.27743,38.04329,39.68485,55.27113,51.35507,68.51991,66.27283,68.66813,67.9678,39.64938,39.54541,100.2,22,67,39.74,37.76
COLD,140.3754,121.7229,118.694,147.6451,25.00829,28.38577,26.93138,30.98821,25.00063,29.6234,28.25916,31.38857,72.53864,70.36915,72.55499,71.70335,27.65467,27.65467,99.12,21,72,27.14,26.78
COLD,149.1913,130.3134,124.8433,154.9342,12.59687,26.14162,38.67345,16.78986,13.65488,12.03416,31.05547,14.01591,72.32424,70.24921,72.05159,72.57729,14.07752,13.66655,102.53,9,69,10.22,8.6
COLD,140.1627,123.5251,119.4887,148.4329,22.95248,36.62811,32.55162,27.17757,22.34361,24.76815,26.06478,26.10932,73.53983,70.35049,72.3298,71.85839,23.94341,23.47493,102.39,18,52,23.54,21.92
COLD,143.3371,116.7005,112.458,145.5031,31.82932,51.76408,40.4417,36.75095,30.62121,50.6021,45.97151,36.19436,73.54723,70.67736,72.16622,71.87125,32.90416,32.28613,101.74,39,48,33.26,32.54
HOT,142.427,123.164,128.0942,143.7969,38.52079,39.32901,51.18748,50.12392,37.3063,37.72742,43.22388,52.22408,73.15348,70.84258,71.93165,71.6673,41.30745,38.36398,100.42,9,83,37.22,35.42
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
